Id,Name,RatingDist1,RatingDist4,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,RatingDist3
55050,Britain: A Guide to Architectural Styles from 1066 to the Present Day,1:0,4:0,total:1,Batsford,0,2003,eng,Hubert Pragnall,3.0,2:0,5:0,3:1
55052,"Medieval Military Dress, 1066-1500",1:0,4:4,total:8,Blandford Press,0,1983,en-GB,Christopher Rothero,3.75,2:0,5:1,3:3
55060,"Britain at War: Famous British Battles from Hastings to Normandy, 1066-1944",1:0,4:1,total:4,Hylas Publishing,2,2004,eng,Richard   Holmes,3.75,2:0,5:1,3:2
55067,Anglo-Saxon Thegn AD 449–1066,1:0,4:24,total:65,Osprey Publishing,5,1993,en-US,Mark Harrison,3.88,2:5,5:19,3:17
55073,The Regulators: Anonymous Power Brokers in American Politics,1:1,4:6,total:18,Rowman & Littlefield Publishers,4,2003,eng,Cindy Skrzycki,3.17,2:3,5:1,3:7
55082,"I Love Paul Revere, Whether He Rode or Not",1:6,4:53,total:163,Harper Perennial,18,1992,eng,Richard Shenkman,3.48,2:19,5:28,3:57
55084,"One-Night Stands with American History: Odd, Amusing, and Little-Known Incidents",1:6,4:170,total:424,William Morrow Paperbacks,30,2003,en-US,Richard Shenkman,3.77,2:32,5:101,3:115
55095,Live from New York: An Oral History of Saturday Night Live,1:114,4:6239,total:14854,Little Brown and Company,741,2002,eng,Tom Shales,4.05,2:464,5:5055,3:2982
55121,Taj Mahal: A Love Affair at the Heart of the Moghul Empire,1:9,4:191,total:519,Walker Books,41,2007,eng,Diana Preston,3.9,2:30,5:161,3:128
55122,In den eisigen Tod: Robert F. Scotts letzte Fahrt zum Südpol,1:2,4:96,total:223,Heyne,0,2002,ger,Diana Preston,4.08,2:6,5:77,3:42
55127,The Boxer Rebellion: The Dramatic Story of China's War on Foreigners that Shook the World in the Summer of 1900,1:8,4:231,total:572,Berkley Books,46,2001,eng,Diana Preston,3.78,2:36,5:134,3:163
55129,"A Pirate of Exquisite Mind: Explorer, Naturalist, and Buccaneer: The Life of William Dampier",1:12,4:448,total:1032,Walker Books,80,2004,eng,Diana Preston,4.07,2:36,5:357,3:179
55131,A First Rate Tragedy: Robert Falcon Scott and the Race to the South Pole,1:2,4:96,total:223,Mariner Books,20,1999,eng,Diana Preston,4.08,2:6,5:77,3:42
55142,Atlas of the Year 1000,1:0,4:23,total:44,Harvard University Press,4,2001,eng,John Man,3.95,2:1,5:10,3:10
55143,The Year 1000: What Life Was Like at the Turn of the First Millennium,1:43,4:2033,total:4946,Abacus Books,17,2000,eng,Robert Lacey,3.87,2:237,5:1301,3:1332
55148,The Punic Wars,1:7,4:1086,total:2557,Cassell & Co. Ltd./Orion Publishing Group,63,2001,eng,Adrian Goldsworthy,4.17,2:57,5:990,3:417
55151,The Fall of Carthage,1:7,4:1086,total:2557,Orion Publishing Co.,55,2003,eng,Adrian Goldsworthy,4.17,2:57,5:990,3:417
55159,Somebody Told Me: The Newspaper Stories of Rick Bragg,1:6,4:349,total:896,Vintage,54,2001,eng,Rick Bragg,4.13,2:29,5:354,3:158
55184,The Gospel of Food: Everything You Think You Know About Food Is Wrong,1:19,4:105,total:367,Ecco,59,2007,en-US,Barry Glassner,3.31,2:48,5:48,3:147
55185,Bodies/Why We Look the Way We Do (And How We Feel About It),1:0,4:5,total:10,Putnam Adult,0,1988,eng,Barry Glassner,3.6,2:1,5:1,3:3
55195,Intelligence in War: Knowledge of the Enemy from Napoleon to Al-Qaeda,1:25,4:585,total:1492,Knopf Publishing Group,83,2003,eng,John Keegan,3.67,2:112,5:288,3:482
55196,A History of Warfare,1:31,4:1282,total:3153,Vintage,153,1994,eng,John Keegan,4.01,2:126,5:1043,3:671
55201,"The Iraq War: The Military Offensive, from Victory in 21 Days to the Insurgent Aftermath",1:16,4:144,total:417,Vintage,39,2005,eng,John Keegan,3.43,2:50,5:58,3:149
55203,The Mask of Command,1:22,4:964,total:2470,Penguin Books,60,1988,eng,John Keegan,4.13,2:71,5:965,3:448
55212,An Illustrated History of the First World War,1:1,4:52,total:115,Knopf Publishing Group,12,2001,eng,John Keegan,4.13,2:2,5:41,3:19
55213,Undertones of War,1:9,4:198,total:518,Penguin,28,2000,eng,Edmund Blunden,3.81,2:38,5:140,3:133
55214,The Battle for History: Re-fighting World War II,1:2,4:63,total:188,Pimlico,11,1997,eng,John Keegan,3.6,2:14,5:34,3:75
55215,The Price Of Admiralty: The Evolution Of Naval Warfare,1:7,4:368,total:889,"Viking Penguin, Inc.",3,1989,eng,John Keegan,4.07,2:28,5:313,3:173
55216,Dien Bien Phu,1:0,4:6,total:14,Ballantine Books,3,1974,eng,John Keegan,3.79,2:1,5:3,3:4
55217,Fields of Battle: The Wars for North America,1:9,4:143,total:375,Vintage,16,1997,eng,John Keegan,3.76,2:33,5:97,3:93
55218,Mendel's Daughter: A Memoir,1:4,4:84,total:238,Free Press,46,2006,en-US,Martin Lemelman,3.91,2:13,5:77,3:60
55220,"Closing the Ring (The Second World War, #5)",1:7,4:531,total:1527,Mariner Books,2,1986,eng,Winston S. Churchill,4.38,2:23,5:809,3:157
55228,On the Brink: The Dramatic Behind the Scenes Saga of the Reagan Era and the Men and Women Who Won the Cold War,1:0,4:7,total:30,Simon & Schuster,2,1996,eng,Jay Winik,4.17,2:4,5:16,3:3
55229,April 1865: The Month That Saved America,1:235,4:3811,total:11401,Harper Perennial,373,2006,eng,Jay Winik,4.14,2:477,5:5080,3:1798
55234,The Essential Reinhold Niebuhr: Selected Essays and Addresses,1:0,4:44,total:97,Yale University Press,13,1987,eng,Reinhold Niebuhr,4.14,2:1,5:34,3:18
55235,Moral Man and Immoral Society: Study in Ethics and Politics,1:9,4:362,total:961,Westminster John Knox Press,56,2002,eng,Reinhold Niebuhr,4.09,2:36,5:372,3:182
55236,The Irony of American History,1:11,4:322,total:797,Scribner Book Company,90,1984,eng,Reinhold Niebuhr,4.04,2:38,5:282,3:144
55237,"The Nature and Destiny of Man, Vols 1-2",1:4,4:118,total:333,Westminster John Knox Press,15,1996,eng,Reinhold Niebuhr,4.13,2:15,5:140,3:56
55269,C.S. Lewis & Narnia for Dummies,1:1,4:22,total:68,For Dummies,10,2005,en-US,Richard    Wagner,4.04,2:5,5:28,3:12
55273,C.S. Lewis: A Biography,1:27,4:182,total:500,W.W. Norton & Company,7,2002,eng,A.N. Wilson,3.6,2:45,5:109,3:137
55274,"The Collected Letters of C.S. Lewis, Volume 2: Books, Broadcasts, and the War, 1931-1949",1:0,4:49,total:151,HarperOne,12,2004,eng,C.S. Lewis,4.53,2:0,5:91,3:11
55286,The Devil and Daniel Webster and Other Writings,1:1,4:90,total:228,Penguin Classics,18,1999,eng,Stephen Vincent Benét,3.71,2:21,5:47,3:69
55287,Daniel Webster: The Man and His Time,1:0,4:34,total:89,W. W. Norton  Company,17,1997,eng,Robert V. Remini,4.25,2:1,5:39,3:15
55301,A History of Christianity,1:15,4:318,total:812,Touchstone Books,3,2005,en-US,Paul  Johnson,3.91,2:42,5:248,3:189
55303,A History of the American People,1:56,4:861,total:2323,Harper Collins,9,1998,eng,Paul  Johnson,4.07,2:108,5:927,3:371
55309,Accidental Salesperson: How to Take Control of Your Sales Career and Earn the Respect and Income You Deserve,1:3,4:95,total:225,Amacom,9,2000,eng,Chris Lytle,4.03,2:11,5:77,3:39
55317,One More Time: The Best of Mike Royko,1:0,4:179,total:521,University of Chicago Press,71,2000,en-US,Mike Royko,4.46,2:3,5:292,3:47
55318,Guests of the Ayatollah: The Iran Hostage Crisis: The First Battle in America's War with Militant Islam,1:36,4:1874,total:4197,Grove Press,28,2007,eng,Mark Bowden,4.14,2:91,5:1532,3:664
55322,Boss: Richard J. Daley of Chicago,1:15,4:859,total:2186,Plume Books,209,1988,eng,Mike Royko,4.19,2:50,5:910,3:352
55324,Thunder Run: The Armored Strike to Capture Baghdad,1:9,4:302,total:747,Grove Press,30,2004,eng,David Zucchino,4.12,2:19,5:287,3:130
55336,Finders Keepers: What Would You Do If You Found $1 Million in the Street?,1:13,4:225,total:810,Atlantic Books (UK),3,2003,eng,Mark Bowden,3.4,2:100,5:111,3:361
55340,Black Hawk Down,1:368,4:19034,total:51389,Corgi,27,2000,eng,Mark Bowden,4.29,2:975,5:24362,3:6650
55346,"Our Finest Day: D-Day, June 6, 1944",1:0,4:10,total:37,Chronicle Books,5,2002,eng,Mark Bowden,4.05,2:1,5:15,3:11
55349,Black Hawk Down: The Shooting Script,1:1,4:13,total:32,Newmarket Press,2,2002,eng,Ken Nolan,4.06,2:1,5:12,3:5
55350,Mark's Story And Matthew's Story,1:0,4:9,total:21,Not Avail,0,1999,eng,Nico ter Linden,3.76,2:1,5:4,3:7
55351,3 x Carlin: An Orgy of George,1:5,4:306,total:1166,Hachette Books,41,2006,eng,George Carlin,4.43,2:24,5:696,3:135
55352,Brain Droppings,1:216,4:5570,total:15503,Hachette Books,422,1998,eng,George Carlin,4.11,2:565,5:6322,3:2830
55354,Napalm & Silly Putty,1:156,4:5157,total:14612,Hachette Books,322,2002,eng,George Carlin,4.12,2:524,5:6058,3:2717
55360,Guadalcanal Diary,1:25,4:1254,total:3650,Modern Library,83,2000,eng,Richard Tregaskis,4.24,2:91,5:1710,3:570
55369,Woody Allen on Woody Allen,1:17,4:614,total:1427,Grove Press,37,2005,eng,Woody Allen,3.99,2:66,5:452,3:278
55370,The Complete Prose,1:56,4:1264,total:3356,Random House,95,1992,eng,Woody Allen,4.03,2:172,5:1245,3:619
55371,Three One-act Plays: Riverside Drive/Old Saybrook/Central Park West,1:10,4:244,total:672,Random House (NY),36,2009,en-GB,Woody Allen,3.7,2:47,5:147,3:224
55372,Woody Allen: Interviews,1:1,4:47,total:96,University Press of Mississippi,2,2006,eng,Robert E. Kapsis,3.8,2:4,5:18,3:26
55373,"Play It Again, Sam",1:7,4:300,total:753,Random House (NY),25,1969,eng,Woody Allen,3.87,2:33,5:201,3:212
55376,"Four Films of Woody Allen: Annie Hall, Manhattan, Interiors & Stardust Memories",1:10,4:137,total:390,Faber  Faber,2,2003,eng,Woody Allen,4.36,2:5,5:209,3:29
55380,Woody Allen,1:3,4:5,total:23,Oldcastle Books,0,2000,eng,Martin Fitzgerald,3.0,2:3,5:2,3:10
55382,Mere Anarchy,1:146,4:1365,total:4204,Random House,211,2007,eng,Woody Allen,3.49,2:524,5:764,3:1405
55385,The Insanity Defense: The Complete Prose,1:56,4:1264,total:3356,Random House Trade Paperbacks,69,2007,eng,Woody Allen,4.03,2:172,5:1245,3:619
55386,Getting Even,1:76,4:2191,total:5639,Vintage Books / Random House,169,1978,eng,Woody Allen,3.96,2:284,5:1843,3:1245
55389,"Getting Even (Getting, #1)",1:9,4:76,total:248,Spice,19,2006,eng,Kayla Perrin,3.75,2:23,5:75,3:65
55396,"Midnight Tides (Malazan Book of the Fallen, #5)",1:145,4:10733,total:30678,Tor Books,21,2007,en-US,Steven Erikson,4.37,2:479,5:16070,3:3251
55400,"Blood Follows (The Tales of Bauchelain and Korbal Broach, #1)",1:21,4:868,total:2084,Night Shade,76,2005,eng,Steven Erikson,3.84,2:92,5:505,3:598
55401,"Deadhouse Gates (Malazan Book of the Fallen, #2)",1:845,4:17960,total:53534,Tor Books,1435,2005,eng,Steven Erikson,4.25,2:1788,5:26169,3:6772
55402,"Midnight Tides (The Malazan Book of the Fallen, #5)",1:145,4:10733,total:30678,St. Martins Press-3PL,26,2007,en-US,Steven Erikson,4.37,2:479,5:16070,3:3251
55404,"Armageddon: The Battle for Germany, 1944-1945",1:56,4:2187,total:5989,Vintage,121,2005,eng,Max Hastings,4.25,2:150,5:2789,3:807
55407,The Korean War,1:18,4:862,total:1799,Pan Books,83,2000,eng,Max Hastings,3.97,2:41,5:477,3:401
55411,Das Reich,1:4,4:322,total:795,Pan Publishing,11,2000,eng,Max Hastings,3.94,2:30,5:233,3:206
55413,Editor,1:1,4:15,total:53,Pan Macmillan,5,2003,en-GB,Max Hastings,3.62,2:2,5:11,3:24
55417,The Second World War: A World in Flames,1:1,4:14,total:23,Osprey Publishing,1,2004,eng,Alexander Stilwell,3.96,2:0,5:5,3:3
55423,"The Gleam of Bayonets: The Battle of Antietam and Robert E. Lee's Maryland Campaign, September 1862",1:0,4:34,total:72,LSU Press,6,2004,eng,James V. Murfin,4.11,2:2,5:24,3:12
55424,Iwo Jima: The Dramatic Account of the Epic Battle That Turned the Tide of World War II,1:0,4:71,total:142,Holt Paperbacks,13,2002,eng,Richard F. Newcomb,3.91,2:4,5:31,3:36
55428,Goodbye to All That,1:104,4:3885,total:9687,Penguin Modern Classics,441,2000,eng,Robert Graves,4.05,2:377,5:3446,3:1875
55434,Out of the Labyrinth: Setting Mathematics Free,1:2,4:26,total:80,"Oxford University Press, USA",10,2007,eng,Robert M.  Kaplan,3.5,2:6,5:12,3:34
55441,"LAbyrinth: A Detective Investigates the Murders of Tupac Shakur and Notorious B.I.G., the Implication of Death Row Records' Suge Knight, and the Origins of the Los Angeles Police Scandal",1:6,4:199,total:555,Grove Press,44,2003,en-US,Randall Sullivan,3.96,2:27,5:186,3:137
55443,"Eye of the Labyrinth (Second Sons, #2)",1:10,4:884,total:2161,Spectra Books,59,2004,eng,Jennifer Fallon,4.19,2:43,5:876,3:348
55444,The Spanish Labyrinth: An Account of the Social and Political Background of the Spanish Civil War,1:2,4:83,total:207,Cambridge University Press,18,1990,eng,Gerald Brenan,4.0,2:7,5:68,3:47
55447,"Labyrinth (Deathlands, #73)",1:1,4:28,total:73,Gold Eagle,2,2006,eng,James Axler,3.85,2:4,5:20,3:20
55448,The Crimson Labyrinth,1:21,4:346,total:921,Vertical,97,2006,eng,Yusuke Kishi,3.73,2:70,5:220,3:264
55451,"Return to Labyrinth, Vol. 2",1:34,4:357,total:1133,TokyoPop,78,2007,eng,Jake T. Forbes,3.8,2:92,5:353,3:297
55454,The Labyrinth: Tarot,1:2,4:30,total:88,Heavy Metal Magazine,4,2008,eng,Luis Royo,4.09,2:4,5:37,3:15
55480,Jealousy & In the Labyrinth,1:15,4:246,total:676,Grove Press,60,1994,eng,Alain Robbe-Grillet,3.87,2:44,5:208,3:163
55515,The Valachi Papers,1:8,4:469,total:1162,Harper Perennial,51,2003,eng,Peter Maas,3.88,2:58,5:313,3:314
55516,In a Child's Name: The Legacy of a Mother's Murder,1:4,4:99,total:247,Simon & Schuster,22,1990,eng,Peter Maas,4.06,2:8,5:90,3:46
55521,Serpico,1:23,4:1171,total:2894,Harper Perennial,81,2005,en-US,Peter Maas,3.99,2:108,5:922,3:670
55530,King of the Gypsies,1:5,4:42,total:150,Bantam Books,0,1978,eng,Peter Maas,3.36,2:18,5:20,3:65
55532,Love Thy Neighbor: A Story of War,1:14,4:384,total:1009,Vintage,98,1997,eng,Peter Maass,4.34,2:18,5:505,3:88
55545,Aftermath: The Remnants of War,1:1,4:121,total:306,Vintage,27,1998,eng,Donovan Webster,4.28,2:7,5:140,3:37
55546,"Remnant (Force Heretic, #1) (Star Wars: The New Jedi Order, #15)",1:187,4:1814,total:5520,Del Rey,65,2003,eng,Sean Williams,3.68,2:411,5:1363,3:1745
55548,A Dream Deferred: The Second Betrayal of Black Freedom in America,1:3,4:42,total:103,Harper Perennial,9,1999,eng,Shelby Steele,4.01,2:4,5:36,3:18
55549,The Content of Our Character: A New Vision of Race In America,1:8,4:148,total:369,Harper Perennial,39,1998,eng,Shelby Steele,3.93,2:22,5:116,3:75
55561,Eclipse,1:0,4:20,total:41,Mesa County Public Library Foundation,0,2005,eng,Dalton Trumbo,3.73,2:2,5:6,3:13
55581,"Everyday Life in the 1800s: A Guide for Writers, Students & Historians",1:3,4:104,total:292,Writer's Digest Books,22,2001,eng,Marc McCutcheon,3.89,2:15,5:88,3:82
55585,The Historian's Wizard of Oz: Reading L. Frank Baum's Classic as a Political and Monetary Allegory,1:1,4:17,total:37,Praeger Publishers,6,2002,eng,Ranjit S. Dighe,3.7,2:5,5:8,3:6
55605,Sailor Historian: The Best of Samuel Eliot Morison,1:0,4:5,total:14,Houghton Mifflin,2,1989,eng,Samuel Eliot Morison,3.79,2:0,5:3,3:6
55607,As Eagles Screamed,1:23,4:861,total:2432,Bantam Books,0,1984,eng,Donald R. Burgett,4.2,2:66,5:1079,3:403
55624,Abbreviations & Acronyms: A Guide for Family Historians,1:1,4:2,total:7,Ancestry.com,0,2003,eng,Kip Sperry,3.71,2:1,5:3,3:0
55635,"The Lost Italian Renaissance: Humanists, Historians, and Latin's Legacy",1:0,4:4,total:11,Johns Hopkins University Press,3,2005,eng,Christopher S. Celenza,3.55,2:2,5:2,3:3
55639,Epitome of Military Science,1:2,4:154,total:420,Liverpool University Press,0,1997,eng,Vegetius,4.12,2:8,5:165,3:91
55648,The Gay Talese Reader: Portraits and Encounters,1:1,4:263,total:690,Bloomsbury USA,55,2003,eng,Gay Talese,4.33,2:8,5:334,3:84
55662,Monty Python Speaks!,1:8,4:406,total:942,Dey Street Books,57,2005,eng,David       Morgan,3.94,2:39,5:267,3:222
55672,America: A Book of Opposites/Un libro de contrarios,1:0,4:1,total:8,Lee & Low Books,3,2013,eng,W. Nikola-Lisa,3.62,2:2,5:3,3:2
55709,Turn South at the Second Bridge,1:0,4:9,total:15,Winedale Publishing,4,2001,eng,Leon Hale,4.27,2:0,5:5,3:1
55718,A Great Deliverance (Inspector Lynley #1),1:543,4:15364,total:36993,Hodder & Stoughton,3,2004,eng,Elizabeth  George,4.05,2:1227,5:12946,3:6913
55720,"Biblical Healing and Deliverance: A Guide to Experiencing Freedom from Sins of the Past, Destructive Beliefs, Emotional and Spiritual Pain, Curses and Oppression",1:3,4:10,total:51,Chosen Books,4,2005,en-US,Chester Kylstra,4.08,2:3,5:27,3:8
55724,"On Wings Of Deliverance (The Texas Gatekeepers, #3)",1:0,4:11,total:33,Love Inspired,1,2006,eng,Elizabeth     White,3.88,2:2,5:10,3:10
55725,"The Dawning of Deliverance (The Russians, #5)",1:5,4:365,total:1092,Bethany House Publishers,18,2001,eng,Judith Pella,4.18,2:30,5:484,3:208
55726,Jumanji,1:1,4:5,total:28,Scholastic,5,1995,eng,A.L. Singer,4.07,2:3,5:15,3:4
55733,La vuelta al mundo en 80 días,1:1541,4:69572,total:175354,Edimat Libros,4,2006,spa,Jules Verne,3.93,2:7963,5:52165,3:44113
55734,The Mysteries of Harris Burdick,1:38,4:1371,total:6050,HMH Books for Young Readers,493,1996,en-US,Chris Van Allsburg,4.52,2:108,5:4019,3:514
55751,"The Last Lion: Winston Spencer Churchill: Alone, 1932-40",1:140,4:2139,total:8549,Bantam,326,1989,eng,William Manchester,4.48,2:158,5:5463,3:649
55755,"Five Years, Four Fronts: A German Officer's World War II Combat Memoir",1:2,4:61,total:146,Presidio Press,11,2005,eng,Georg Grossjohann,3.75,2:7,5:30,3:46
55758,Silent Warrior: The Marine Sniper's Vietnam Story Continues,1:5,4:272,total:781,Berkley,27,2003,eng,Charles Henderson,4.14,2:15,5:322,3:167
55764,Marine Sniper: 93 Confirmed Kills,1:74,4:2856,total:8440,Berkley,215,2001,eng,Charles Henderson,4.28,2:190,5:4160,3:1160
55765,Mornings on Horseback,1:527,4:8886,total:24377,Simon  Schuster,18,2001,en-US,David McCullough,4.12,2:870,5:10181,3:3913
55770,American Heritage's Great Minds of American History,1:0,4:1,total:6,Simon & Schuster Audio,1,1999,eng,Roger Mudd,4.5,2:0,5:4,3:1
55774,Two Bad Ants,1:34,4:1068,total:2958,HMH Books for Young Readers,313,1988,eng,Chris Van Allsburg,4.07,2:122,5:1142,3:592
55776,The Widow's Broom,1:47,4:1433,total:4539,Houghton Mifflin,329,1992,eng,Chris Van Allsburg,4.27,2:129,5:2266,3:664
55784,"The Great Triumvirate: Webster, Clay, and Calhoun",1:3,4:70,total:147,"Oxford University Press, USA",17,1988,eng,Merrill D. Peterson,3.94,2:4,5:39,3:31
55799,"December 7, 1941: The Day Japanese Attacked Pearl Harbor",1:0,4:55,total:134,Random House Value Publishing,5,1991,en-US,Gordon W. Prange,4.19,2:3,5:54,3:22
55807,At Dawn We Slept,1:30,4:1173,total:3177,Penguin Books Ltd.,2,2001,eng,Gordon W. Prange,4.18,2:88,5:1356,3:530
55822,A History of Russia: Volume 2: Since 1855,1:0,4:16,total:34,"Oxford University Press, USA",1,2004,en-US,Nicholas V. Riasanovsky,3.88,2:0,5:7,3:11
55834,The Penguin History of the World,1:15,4:531,total:1341,Penguin,11,1995,eng,J.M. Roberts,4.01,2:63,5:455,3:277
55835,The Penguin History of Europe,1:1,4:63,total:146,Penguin,14,1997,eng,J.M. Roberts,3.92,2:10,5:42,3:30
55842,"Becoming Eichmann: Rethinking the Life, Crimes, and Trial of a ""Desk Murderer""",1:2,4:80,total:193,Da Capo Press,13,2006,eng,David Cesarani,3.91,2:12,5:56,3:43
55843,Eichmann Interrogated: Transcripts from the Archives of the Israeli Police,1:0,4:17,total:46,Da Capo Press,8,1999,eng,Adolf Eichmann,4.17,2:3,5:20,3:6
55847,A History of the Arab Peoples,1:61,4:1374,total:3516,Harvard University Press,7,2003,eng,Albert Hourani,3.85,2:185,5:962,3:934
55876,How to Lose Friends and Alienate People,1:294,4:1374,total:5062,Da Capo Press,338,2003,eng,Toby Young,3.29,2:839,5:764,3:1791
55881,Pattern Recognition and Machine Learning,1:7,4:479,total:1456,Springer,54,2011,eng,Christopher M. Bishop,4.3,2:53,5:741,3:176
55966,The Principles of Psychology,1:2,4:75,total:225,Harvard University Press,16,1983,eng,William  James,4.04,2:17,5:90,3:41
55972,Pragmatism and Other Writings,1:5,4:187,total:519,Penguin Classics,26,2000,eng,William  James,3.97,2:32,5:178,3:117
55981,Consilience: The Unity of Knowledge,1:81,4:1384,total:3964,Vintage,214,1999,eng,Edward O. Wilson,3.93,2:265,5:1355,3:879
55985,Opening Skinner's Box: Great Psychological Experiments of the Twentieth Century,1:42,4:1006,total:2477,Bloomsbury UK,13,2005,en-GB,Lauren Slater,3.92,2:139,5:745,3:545
55986,Skinner's Drift,1:12,4:134,total:359,Scribner,10,2007,eng,Lisa Fugard,3.56,2:32,5:61,3:120
55988,About Behaviorism,1:12,4:275,total:805,Vintage,31,1976,eng,B.F. Skinner,3.96,2:50,5:284,3:184
55989,Science and Human Behavior,1:36,4:457,total:1490,Free Press,28,1965,eng,B.F. Skinner,4.01,2:80,5:601,3:316
55990,Walden Two,1:230,4:1800,total:5746,"Hackett Publishing Company, Inc.",364,2005,eng,B.F. Skinner,3.49,2:721,5:1102,3:1893
55992,"Three Psychologies: Perspectives from Freud, Skinner, and Rogers",1:3,4:32,total:87,Cengage Learning,3,1999,en-US,Robert D. Nye,3.59,2:11,5:18,3:23
55998,Machiavelli: A Very Short Introduction,1:4,4:195,total:501,Oxford University Press,41,2001,eng,Quentin Skinner,3.81,2:26,5:123,3:153
56000,"Lethal Intent (Bob Skinner, #15)",1:3,4:111,total:297,Headline,8,2006,eng,Quintin Jardine,4.09,2:13,5:116,3:54
56008,The Doctor and the Soul,1:19,4:390,total:1184,Souvenir Press Ltd,4,2004,eng,Viktor E. Frankl,4.19,2:45,5:551,3:179
56009,Recollections: An Autobiography,1:9,4:120,total:373,Basic Books,24,2000,eng,Viktor E. Frankl,4.03,2:18,5:150,3:76
56015,Everything in Its Path,1:0,4:125,total:320,Simon & Schuster,27,1978,en-US,Kai Theodor Erikson,3.86,2:21,5:85,3:89
56016,The Return of the Primitive: The Anti-Industrial Revolution,1:24,4:196,total:630,New American Library,38,1999,en-US,Ayn Rand,4.11,2:27,5:290,3:93
56030,The Ebony Tower,1:38,4:1291,total:3362,Vintage Classics,88,1997,eng,John Fowles,3.7,2:259,5:704,3:1070
56036,"The Pact (Rachel Benjamin, #1)",1:56,4:441,total:1430,Red Dress Ink,72,2004,eng,Jennifer Sturman,3.59,2:138,5:327,3:468
56054,El día en que exploté,1:310,4:8163,total:21646,Punto de Lectura,0,2006,spa,Mary Kay Andrews,3.95,2:987,5:7055,3:5131
56058,Jason and Medeia,1:2,4:36,total:112,Vintage Books USA,9,1986,en-US,John Gardner,4.16,2:2,5:50,3:22
56060,"Angels Dining at the Ritz (Suzie Mountford, #3)",1:0,4:13,total:32,Severn House Publishers,0,2004,eng,John  Gardner,4.19,2:1,5:13,3:5
56064,"Jeeves and Wooster Omnibus: The Mating Season / The Code of the Woosters / Right Ho, Jeeves (Jeeves, #9, 7, & 6)",1:4,4:300,total:1024,Penguin,50,2001,eng,P.G. Wodehouse,4.54,2:8,5:645,3:67
56065,"Blue Christmas (Weezie and Bebe Mysteries, #3)",1:125,4:3577,total:10161,HarperCollins Publishers,684,2006,en-US,Mary Kay Andrews,3.82,2:621,5:2835,3:3003
56066,"Savannah Breeze (Weezie and Bebe Mysteries, #2)",1:98,4:6765,total:16745,Harper Paperbacks,803,2012,eng,Mary Kay Andrews,4.06,2:495,5:5806,3:3581
56067,Little Bitty Lies,1:168,4:4191,total:11020,Harper Collins,557,2003,eng,Mary Kay Andrews,3.84,2:624,5:3017,3:3020
56072,Travels with Charley and Later Novels 1947–1962:  The Wayward Bus / Burning Bright / Sweet Thursday / The Winter of Our Discontent / Travels with Charley in Search of America,1:5,4:110,total:347,Library of America,29,2007,eng,John Steinbeck,4.21,2:9,5:164,3:59
56073,Living History,1:1139,4:10000,total:28359,Scribner,932,2004,eng,Hillary Rodham Clinton,3.76,2:1959,5:7876,3:7385
56077,Sweet Thursday,1:63,4:5059,total:12516,Penguin Classics,620,2008,eng,John Steinbeck,4.09,2:380,5:4576,3:2438
56079,The Winged Watchman,1:19,4:697,total:2022,Bethlehem Books,114,2005,eng,Hilda van Stockum,4.21,2:60,5:919,3:327
56082,The Other Side of Eden: Life With John Steinbeck,1:3,4:8,total:47,Prometheus Books,7,2001,en-GB,John Steinbeck IV,3.38,2:10,5:13,3:13
56083,In Dubious Battle,1:182,4:4498,total:11083,Penguin Classics,562,2006,eng,John Steinbeck,3.89,2:534,5:3153,3:2716
56084,The Reb and the Redcoats,1:1,4:115,total:335,Ignatius Press,38,1999,eng,Constance Savery,4.23,2:12,5:155,3:52
56090,Strange Mr. Satie,1:0,4:52,total:127,Viking Juvenile,15,2003,eng,M.T. Anderson,3.91,2:4,5:34,3:37
56096,The Anatomy Lesson,1:37,4:1094,total:2633,Vintage,137,1996,eng,Philip Roth,3.65,2:223,5:454,3:825
56097,Pleasing Myself: From Beowulf to Philip Roth,1:0,4:8,total:17,Allen Lane,0,2001,eng,Frank Kermode,3.71,2:2,5:3,3:4
56101,10 Commandments of Dating,1:7,4:63,total:202,Nelson Reference & Electronic Publishing,14,1999,eng,Ben Young,3.89,2:14,5:72,3:46
56136,Alfred Russell Wallace: A Life,1:0,4:44,total:78,Pimlico,0,2002,en-GB,Peter Raby,4.0,2:0,5:17,3:17
56139,Legends of the American Desert: Sojourns in the Greater Southwest,1:0,4:34,total:71,Harper Perennial,0,1999,eng,Alex Shoumatoff,3.79,2:4,5:13,3:20
56140,Cadillac Desert: The American West and Its Disappearing Water,1:69,4:3062,total:8452,Penguin,685,1993,eng,Marc Reisner,4.26,2:197,5:3968,3:1156
56147,Samouraï,1:65,4:1426,total:3614,Presses de la Cité,1,2003,fre,Takashi Matsuoka,3.99,2:157,5:1225,3:741
56174,Los Mejores Relatos Fantasticos de Habla Hispana (Serie Roja),1:0,4:10,total:25,Alfaguara,5,2000,spa,Joan Estruch Tobella,3.92,2:1,5:7,3:7
56184,Papel mojado,1:17,4:101,total:436,Anaya,26,2000,spa,Juan José Millás,3.11,2:92,5:36,3:190
56199,Collector's Guide to Cast Metal Bookends,1:0,4:0,total:1,Schiffer Publishing,0,1997,eng,Gerald P. McBride,5.0,2:0,5:1,3:0
